srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,Prediction
3045507,AN,21,110015,233,245,131,A,ADLD,110002,2017-08-21,2018-04-13,2018-04-02,4580,2018-04-06,7.775511206966003
3009866,U,1,400059,233,245,131,B,ADLD,395001,2017-12-12,2017-12-05,2018-03-23,4391,2018-03-27,16.411313634810423
2889650,AJ,2,110018,233,233,228,A,ADLD,110094,2017-10-29,2017-08-06,2018-02-20,4388,2018-03-05,15.700915473769367
2956807,AM,2,110018,233,233,131,B,ADLD,282007,2017-10-16,2017-10-15,2018-03-08,4092,2018-03-27,16.243352692773797
2835275,AF,6,160059,233,233,131,B,ADLD,147001,2017-02-14,2017-02-10,2018-02-03,4673,2018-02-06,11.266143347947402
3060283,AJ,23,400001,233,233,131,A,ADLD,401101,2017-05-02,2017-05-02,2018-04-06,4398,2018-04-10,10.394337570118454
2861236,C,6,160059,233,233,131,C,ADLD,143001,2017-11-26,2017-11-26,2018-02-11,4549,2018-02-15,12.236057805140335
2960157,C,12,302006,233,233,228,B,ADLD,342001,2017-07-13,2017-01-16,2018-03-09,4453,2018-03-21,15.64983441219783
2848169,AJ,2,110018,233,233,228,A,ADLD,122018,2017-05-11,2017-02-25,2018-02-07,4388,2018-02-12,15.395412478348508
3015335,C,2,110018,233,233,131,A,ADLD,110045,2017-09-09,2017-09-05,2018-03-24,4550,2018-03-27,11.622764000433264
3066507,AJ,27,110034,233,233,131,B,ADLD,243001,2017-09-19,2017-09-18,2018-04-08,4388,2018-04-12,12.500290538346988
3075903,AI,27,110034,233,233,131,B,ADLD,313001,2017-11-21,2017-11-21,2018-04-11,4388,2018-04-15,14.079147507948047
2854832,AE,2,110018,233,233,131,A,ADLD,121004,2017-04-08,2017-03-25,2018-02-09,4093,2018-02-15,20.439451797487756
3004707,C,2,110018,233,233,131,A,ADLD,110095,2017-12-16,2017-12-10,2018-03-21,4550,2018-03-24,12.155908693739997
3063491,AN,22,400104,233,233,131,B,ADLD,395010,2017-09-13,2017-04-18,2018-04-07,4581,2018-04-12,12.715572193603641
2818646,S,7,500004,233,233,228,A,ADLD,500069,2017-05-11,2017-03-08,2018-01-30,4479,2018-02-01,11.531360464269287
2844244,AN,21,110015,233,233,131,C,ADLD,141120,2018-01-18,2018-01-18,2018-02-06,4580,2018-02-10,11.520038502234051
2861099,AJ,1,400059,0,233,131,A,ADLD,400602,2017-05-13,2017-05-13,2018-02-11,4398,2018-02-16,14.317780792092544
2907267,AJ,3,560011,233,233,228,B,ADLD,570026,2018-02-03,2016-03-22,2018-02-26,4460,2018-02-27,12.708166638591615
2896030,AN,21,110015,233,233,131,C,ADLD,127306,2017-07-17,2017-07-15,2018-02-22,4580,2018-02-26,11.064320654157113
2876891,C,2,110018,233,233,131,A,ADLD,201301,2017-05-14,2017-05-14,2018-02-16,4091,2018-02-22,16.225242434549763
2919184,AN,7,500004,233,233,131,A,ADLD,500085,2016-08-09,2016-08-04,2018-02-27,4403,2018-03-03,12.278138722382858
2924638,AI,12,302006,233,233,131,B,ADLD,342008,2017-10-18,2017-10-17,2018-02-28,4407,2018-03-08,15.961486708783708
2937374,AJ,4,600024,233,233,131,A,ADLD,600097,2017-04-18,2017-04-14,2018-03-03,4482,2018-03-10,10.999587337369329
2916425,C,12,302006,233,233,228,A,ADLD,302039,2018-02-02,2018-01-16,2018-02-27,4453,2018-03-12,13.141246099429294
2971365,AJ,23,400001,233,233,131,A,ADLD,421501,2018-01-18,2018-01-14,2018-03-12,4398,2018-03-17,13.069676976291376
2953018,AD,1,400059,233,233,131,B,ADLD,452016,2018-01-09,2018-01-08,2018-03-07,4011,2018-03-15,19.836387860186626
2990694,C,1,400059,308,233,131,A,ADLD,400102,2017-03-27,2017-03-26,2018-03-17,4545,2018-03-20,14.48075112608738
2993951,C,12,302006,233,233,131,A,ADLD,302018,2017-06-17,2017-06-12,2018-03-18,4453,2018-03-20,13.713704195887313
3003440,AN,22,400104,233,233,131,B,ADLD,462042,2017-11-16,2017-11-13,2018-03-21,4581,2018-03-26,15.785464561540767
3017805,AN,7,500004,233,233,131,C,ADLD,502103,2017-06-05,2017-06-01,2018-03-25,4403,2018-03-30,15.04901045095269
2972914,AI,8,700064,201,233,131,D,ADLD,735134,2017-10-30,2017-10-29,2018-03-12,4499,2018-03-22,17.895038442700397
3011495,AN,26,560066,233,233,131,A,ADLD,560049,2016-05-16,2016-05-14,2018-03-23,5001,2018-03-31,10.807429189574975
3019136,AN,22,400104,233,233,131,A,ADLD,380024,2017-06-13,2017-06-12,2018-03-26,4581,2018-04-02,10.967585831255237
3019136,AN,22,400104,0,233,131,A,ADLD,380024,2017-06-13,2017-06-12,2018-03-26,4581,2018-04-02,10.045800416291268
3033803,C,1,400059,233,233,228,A,ADLD,400066,2017-10-30,2016-08-14,2018-03-29,4545,2018-04-02,12.485597503897932
3052386,AN,22,400104,233,233,131,B,ADLD,431005,2017-10-28,2017-10-26,2018-04-04,4581,2018-04-06,13.154271822142858
3048310,AN,7,500004,233,233,131,A,ADLD,500019,2017-04-20,2017-03-29,2018-04-02,4403,2018-04-09,10.339986472100712
3046716,C,3,560011,233,245,131,A,ADLD,560102,2018-02-21,2018-02-14,2018-04-02,4461,2018-04-08,12.652141257286837
2956653,Y,2,110018,233,233,131,A,ADLD,110052,2017-06-17,2017-06-13,2018-03-08,4147,2018-03-10,17.016209986031573
2863442,AJ,6,160059,233,233,131,C,ADLD,132039,2018-01-20,2018-01-20,2018-02-12,4437,2018-02-16,13.574981316134561
2881009,AJ,6,160059,233,233,131,C,ADLD,141003,2017-11-22,2017-11-21,2018-02-17,4437,2018-02-21,13.237137605653785
2973297,AN,21,110015,233,233,131,C,ADLD,141003,2017-10-09,2017-10-06,2018-03-13,4580,2018-03-19,12.153467788591986
3052198,AJ,7,500004,233,233,228,A,ADLD,500081,2017-08-15,2017-04-21,2018-04-03,4474,2018-04-08,9.794430351008387
2996540,AN,21,110015,233,233,131,B,ADLD,134118,2017-05-05,2017-05-03,2018-03-19,4580,2018-03-23,11.824459573780773
3058991,C,2,110018,233,233,131,A,ADLD,201007,2018-03-07,2017-03-17,2018-04-05,4550,2018-04-09,11.857876271599151
3052936,C,2,110018,233,233,131,A,ADLD,201310,2018-03-10,2018-02-24,2018-04-04,4091,2018-04-08,15.230341794518376
2909943,AI,7,500004,233,233,131,C,ADLD,530027,2018-01-27,2018-01-27,2018-02-26,4474,2018-03-17,15.636032391748715
3068257,S,3,560011,308,245,131,A,ADLD,560032,2017-12-17,2017-12-17,2018-04-09,4400,2018-04-10,10.26075507674653
2931655,AN,21,110015,233,233,131,A,ADLD,110024,2017-04-29,2017-04-28,2018-03-03,4580,2018-03-10,10.029372067049461
2988250,AN,17,800001,233,233,131,B,ADLD,846003,2018-02-18,2017-12-13,2018-03-16,4538,2018-03-29,15.418338048468565
2839774,AN,22,400104,233,233,131,A,ADLD,400614,2017-04-17,2017-04-14,2018-02-05,4581,2018-02-08,12.029774883069777
2860447,AD,7,500004,233,233,228,A,ADLD,500016,2017-05-10,2018-02-10,2018-02-10,4474,2018-02-13,11.531360464269287
2972334,AN,22,400104,308,233,131,A,ADLD,400614,2017-04-05,2017-04-03,2018-03-12,4581,2018-03-22,12.879728587901743
3068855,J,2,110018,233,233,131,A,ADLD,700015,2018-01-18,2017-12-29,2018-04-09,5138,2018-04-09,16.268216160774834
3080470,AN,8,700064,233,233,131,B,ADLD,734001,2017-12-04,2017-11-25,2018-04-13,4508,2018-04-17,12.08472719213865
2962013,AJ,2,110018,233,233,228,A,ADLD,110032,2017-04-20,2017-02-05,2018-03-10,4388,2018-03-23,15.50038589129384
2824543,U,4,600024,233,233,131,A,ADLD,600078,2017-07-16,2017-07-16,2018-01-31,4399,2018-02-02,10.780275110287343
2842502,AN,3,560011,233,233,131,B,ADLD,570023,2017-06-06,2017-03-08,2018-02-05,4467,2018-02-14,13.834181842261337
2875165,AN,22,400104,233,233,131,B,ADLD,410210,2017-04-04,2017-04-03,2018-02-15,4581,2018-02-20,14.38778906147789
2875230,AJ,8,700064,233,233,131,A,ADLD,700039,2017-01-09,2017-01-09,2018-02-15,4499,2018-02-18,12.308037539089202
2907657,AN,21,110015,233,233,131,A,ADLD,110005,2017-10-03,2017-10-01,2018-02-26,4580,2018-02-27,10.110390939876904
2858782,AJ,9,411016,233,233,131,C,ADLD,431131,2018-01-10,2018-01-06,2018-02-10,4021,2018-02-16,15.804213700104048
2847675,C,1,400059,233,233,131,A,ADLD,400024,2017-08-25,2017-08-25,2018-02-07,4010,2018-02-15,17.12505837143965
2843329,C,2,110018,233,233,131,A,ADLD,201013,2017-05-22,2017-05-16,2018-02-06,4550,2018-02-21,12.38115960983939
2866898,AJ,7,500004,233,233,228,A,ADLD,500085,2017-05-10,2016-11-30,2018-02-13,4474,2018-03-04,11.910092617881416
2973417,AN,21,110015,233,233,131,B,ADLD,125055,2017-10-01,2017-09-28,2018-03-13,4580,2018-03-16,11.908162433321126
2901200,AN,21,110015,233,233,131,B,ADLD,144001,2017-04-07,2017-04-03,2018-02-23,4580,2018-03-09,12.057062999861436
2979383,AN,26,560066,233,233,131,B,ADLD,570018,2017-06-26,2017-06-08,2018-03-14,5001,2018-03-23,13.512160858952903
3001198,AJ,10,226010,233,233,228,A,ADLD,226022,2017-12-29,2017-12-10,2018-03-20,4425,2018-03-22,12.12193125068517
3041610,AN,26,560066,233,233,131,A,ADLD,560103,2016-07-25,2016-07-01,2018-03-31,5001,2018-04-03,9.642400117963856
3017184,AJ,23,400001,233,233,131,A,ADLD,400101,2017-05-20,2017-02-21,2018-03-25,4398,2018-03-30,12.759267725594198
3062178,C,7,500004,233,233,228,A,ADLD,500034,2017-05-18,2017-04-10,2018-04-06,4477,2018-04-09,9.794430351008387
3048863,AJ,27,110034,233,233,228,A,ADLD,121002,2018-02-21,2017-06-01,2018-04-03,4388,2018-04-06,13.032330819031818
3050263,AI,8,700064,201,233,131,D,ADLD,741201,2018-03-20,2018-03-20,2018-04-03,4499,2018-04-05,14.324987251789072
2969990,AE,1,400059,233,245,131,B,ADLD,390003,2016-04-20,2016-04-20,2018-03-11,4015,2018-03-16,18.38515204785227
3010063,AN,21,110015,308,245,131,A,ADLD,110088,2016-05-27,2016-04-28,2018-03-23,4580,2018-03-27,9.674591737292221
3046845,AN,21,110015,233,245,131,A,ADLD,110059,2017-07-19,2017-03-22,2018-04-02,4580,2018-04-06,8.018902479900884
3048458,AE,2,110018,233,233,228,A,ADLD,122002,2018-03-08,2017-01-05,2018-04-02,4093,2018-04-09,15.459488641982407
2849149,AN,7,500004,233,233,131,C,ADLD,533126,2018-01-06,2018-01-04,2018-02-07,4403,2018-02-11,14.64492581909695
2968942,AN,21,110015,233,233,131,A,ADLD,110064,2016-10-21,2016-10-19,2018-03-10,4580,2018-03-15,10.113074926589814
2971826,AN,22,400104,233,233,131,A,ADLD,411057,2017-05-04,2017-05-03,2018-03-12,4581,2018-03-28,12.500128859069555
2885724,AJ,3,560011,233,233,228,A,ADLD,560032,2017-12-25,2017-09-03,2018-02-19,4460,2018-02-21,11.294519425779367
2957326,AN,22,400104,233,233,131,B,ADLD,360003,2017-06-19,2017-06-16,2018-03-08,4581,2018-03-20,15.496812808140701
3023156,AN,21,110015,233,233,131,B,ADLD,208021,2017-04-11,2017-04-07,2018-03-26,4580,2018-04-06,12.439902603006313
3031818,J,2,110018,233,233,131,A,ADLD,400057,2017-07-01,2017-07-01,2018-03-28,5138,2018-04-03,12.687154828064633
2896521,AN,21,110015,233,233,131,A,ADLD,201308,2017-04-14,2017-04-12,2018-02-22,4580,2018-02-24,10.947073708104298
2912723,AN,8,700064,233,233,131,A,ADLD,700075,2018-01-03,2017-12-30,2018-02-27,4508,2018-03-03,11.04133184031862
3058913,AN,21,110015,233,233,131,A,ADLD,201308,2017-07-21,2017-07-20,2018-04-05,4580,2018-04-10,9.22780639033355
2818736,AJ,2,110018,233,233,131,A,ADLD,201304,2018-01-11,2018-01-08,2018-01-30,4388,2018-02-01,15.446138321641177
2865098,C,2,110018,233,233,131,A,ADLD,201301,2017-11-25,2017-11-25,2018-02-12,4094,2018-02-15,16.72562495153978
2949049,AN,2,110018,233,233,228,A,ADLD,122015,2017-06-04,2018-03-07,2018-03-07,4388,2018-03-17,15.592865678341742
2970789,C,2,110018,308,233,131,A,ADLD,122101,2017-11-30,2017-11-30,2018-03-12,4550,2018-03-18,12.574462502866982
2971445,AN,22,400104,233,233,131,A,ADLD,401202,2017-10-09,2017-09-30,2018-03-12,4581,2018-03-27,12.484558374611561
3036266,AJ,27,110034,233,233,228,A,ADLD,302019,2017-08-10,2018-03-30,2018-03-29,4388,2018-03-30,14.997730174540536
2991519,C,1,400059,308,233,131,A,ADLD,400080,2017-05-20,2017-05-12,2018-03-17,4545,2018-03-20,14.303289522208898
2908113,C,2,110018,233,233,228,A,ADLD,201307,2018-01-26,2017-12-11,2018-02-26,4091,2018-03-31,16.153549990932568
2947992,AI,6,160059,233,233,131,C,ADLD,141008,2018-02-13,2018-02-13,2018-03-06,4437,2018-03-15,14.15692012511383
3032231,AI,8,700064,233,233,131,A,ADLD,700135,2017-11-30,2017-11-30,2018-03-28,4499,2018-04-03,11.132347775156365
3056386,C,5,380009,233,233,228,A,ADLD,380058,2018-02-15,2018-04-08,2018-04-05,4011,2018-04-07,14.479562447735404
3040022,C,5,380009,233,233,228,B,ADLD,395006,2017-07-18,2016-05-20,2018-03-30,4546,2018-04-16,13.137893925183173
3001209,AJ,25,560037,233,245,131,A,ADLD,560094,2016-05-11,2016-05-01,2018-03-20,4460,2018-03-24,10.261617326843353
2972736,AA,3,560011,308,245,131,A,ADLD,560072,2017-05-23,2017-05-22,2018-03-12,4400,2018-03-24,11.746154947317937
2861610,C,8,700064,233,233,131,C,ADLD,751006,2017-11-29,2017-11-26,2018-02-11,4500,2018-02-17,18.004532093989248
2970451,AA,24,110092,233,233,228,A,ADLD,122051,2017-07-05,2016-07-18,2018-03-11,4150,2018-03-13,15.251356213787973
3040775,AN,21,110015,233,233,131,B,ADLD,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,12.390096082013592
3040775,AN,21,110015,0,233,131,B,ADLD,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,11.46658537146664
3046439,AN,21,110015,233,233,131,C,ADLD,143505,2017-04-11,2017-04-09,2018-04-02,4580,2018-04-07,9.918900628425419
2906541,Q,6,160059,233,233,131,B,ADLD,134102,2018-01-03,2018-01-03,2018-02-25,4439,2018-03-27,14.993425833677849
2853022,AN,8,700064,233,233,228,A,ADLD,700055,2018-01-11,2017-08-27,2018-02-08,4508,2018-02-11,10.69553592184252
3036610,AI,23,400001,233,233,131,B,ADLD,390002,2017-12-02,2017-12-02,2018-03-29,4398,2018-04-13,13.412018526316542
2833408,C,17,800001,201,233,131,D,ADLD,821109,2018-01-13,2018-01-06,2018-02-03,4409,2018-02-12,17.65452130841311
2947913,AN,21,110015,233,233,131,A,ADLD,121005,2017-07-31,2017-07-26,2018-03-06,4580,2018-03-09,10.227860596579381
3035769,AN,22,400104,233,233,131,A,ADLD,421204,2017-11-18,2016-11-14,2018-03-29,4581,2018-04-01,10.76264042054047
2876093,AN,22,400104,233,233,131,A,ADLD,380051,2016-10-13,2016-10-13,2018-02-16,4581,2018-02-24,12.94159960500504
2875113,AN,22,400104,233,233,228,A,ADLD,421301,2018-01-15,2018-01-14,2018-02-15,4581,2018-02-16,11.499950094504303
2905975,AN,3,560011,233,233,228,A,ADLD,560029,2017-08-21,2017-07-17,2018-02-24,4467,2018-02-27,11.432839522739183
3008986,C,4,600024,233,233,131,A,ADLD,603112,2017-12-02,2017-12-02,2018-03-22,4483,2018-03-24,11.131132895201143
2932995,AN,21,110015,233,245,131,A,ADLD,110084,2017-09-28,2017-09-23,2018-03-03,4580,2018-03-07,9.515727292505632
2831032,AN,4,600024,233,233,131,A,ADLD,600011,2016-10-14,2016-10-13,2018-02-02,4490,2018-02-11,11.065965661646619
2852989,AN,22,400104,233,233,131,B,ADLD,452001,2017-03-18,2017-02-08,2018-02-08,4581,2018-02-15,14.902435247904226
2920993,AN,22,400104,233,233,131,B,ADLD,440010,2017-02-17,2017-02-15,2018-02-27,4581,2018-03-08,15.783871655240786
3040035,AN,21,110015,308,233,131,A,ADLD,122001,2017-05-03,2017-04-26,2018-03-30,4580,2018-04-03,8.518963476929626
2843184,AN,21,110015,233,233,131,A,ADLD,201301,2017-03-03,2017-03-02,2018-02-06,4580,2018-02-10,11.124535311982783
2865553,AN,22,400104,233,233,131,A,ADLD,400088,2017-06-28,2017-06-27,2018-02-13,4581,2018-02-16,12.347476851895115
2902539,AN,22,400104,233,233,131,B,ADLD,396191,2017-10-20,2017-10-18,2018-02-23,4581,2018-02-27,14.458761843909016
2898724,AN,2,110018,233,233,131,A,ADLD,110092,2017-12-23,2017-12-22,2018-02-22,4147,2018-02-26,17.437451388352077
2885519,AJ,1,400059,233,233,131,A,ADLD,400059,2017-05-10,2017-05-10,2018-02-19,4398,2018-02-24,13.3510179368577
2885544,C,2,110018,233,233,228,A,ADLD,122003,2017-05-28,2016-11-24,2018-02-19,4094,2018-02-23,16.375451904229752
2897295,AN,22,400104,233,233,131,A,ADLD,400064,2017-03-24,2017-03-23,2018-02-22,4581,2018-03-07,12.621940968376665
2949791,AJ,2,110018,233,233,228,A,ADLD,110029,2017-06-01,2017-05-28,2018-03-07,4388,2018-03-13,15.167770780462634
2908160,AN,21,110015,233,233,131,B,ADLD,180001,2017-08-07,2017-08-02,2018-02-26,4580,2018-03-09,14.358805363437192
2884689,AN,21,110015,233,233,131,B,ADLD,282006,2017-12-18,2017-08-08,2018-02-19,4580,2018-03-19,14.206029027905052
2995093,AN,22,400104,308,233,228,A,ADLD,400078,2018-02-27,2018-02-14,2018-03-19,4581,2018-03-22,12.250630455337923
2938358,J,2,110018,233,233,131,A,ADLD,201301,2018-02-26,2018-02-20,2018-03-04,4154,2018-03-08,17.368306251072372
2957114,AJ,2,110018,233,233,228,A,ADLD,110058,2018-02-13,2017-10-24,2018-03-08,4388,2018-03-27,15.167770780462634
2970736,L,2,110018,233,233,131,B,ADLD,160030,2017-09-29,2017-09-24,2018-03-12,4442,2018-03-15,14.347708989038455
3030083,C,11,641012,233,233,131,A,ADLD,641022,2017-12-14,2017-12-07,2018-03-28,4492,2018-03-31,11.087070675922824
3053123,C,2,110018,233,233,131,A,ADLD,201014,2018-01-19,2016-08-26,2018-04-04,4091,2018-04-07,14.889568348569126
3085831,AN,21,110015,233,233,131,A,ADLD,110034,2018-02-07,2018-02-06,2018-04-15,4580,2018-04-18,8.315745747526803
3080561,AJ,25,560037,233,233,228,A,ADLD,560066,2018-03-25,2018-01-07,2018-04-13,4460,2018-04-19,8.81834264216024
3003740,AI,23,400001,233,245,131,B,ADLD,395005,2017-11-03,2017-11-02,2018-03-21,4398,2018-03-29,15.160640605186286
2930612,AJ,6,160059,233,233,131,C,ADLD,141013,2018-01-18,2017-10-16,2018-03-02,4437,2018-03-10,14.046849976302632
3006065,AN,21,110015,233,233,131,A,ADLD,110093,2017-06-05,2017-05-30,2018-03-22,4580,2018-04-01,8.280668220173997
3058134,C,2,110018,233,233,228,A,ADLD,110017,2018-03-17,2017-08-31,2018-04-05,4091,2018-04-15,14.576810914010192
2987334,S,4,600024,233,233,131,A,ADLD,600043,2017-12-11,2017-10-17,2018-03-16,4485,2018-03-20,11.215329620605612
2999954,C,8,700064,233,233,131,A,ADLD,700027,2017-11-14,2017-11-11,2018-03-20,4511,2018-03-22,12.040895269396303
2884838,AN,7,500004,233,233,131,A,ADLD,500081,2018-01-20,2017-06-07,2018-02-19,4403,2018-02-23,11.928125448762051
3070143,C,7,500004,233,233,228,A,ADLD,500081,2018-02-02,2018-01-31,2018-04-10,4477,2018-04-14,9.962128287338393
3022397,AD,2,110018,233,233,228,A,ADLD,121001,2018-02-28,2016-10-05,2018-03-26,4148,2018-04-17,19.764194860824787
3025645,AJ,27,110034,233,233,228,A,ADLD,121005,2018-03-10,2018-03-07,2018-03-27,4388,2018-04-05,13.874240755556322
2825206,AA,21,110015,233,233,228,A,ADLD,110075,2017-07-23,2018-01-29,2018-01-31,4580,2018-02-05,10.106186456945544
2861932,AN,22,400104,233,233,131,A,ADLD,400067,2017-11-03,2017-11-02,2018-02-12,4581,2018-02-16,12.431179711435467
3060469,AJ,25,560037,233,233,131,A,ADLD,560050,2017-09-06,2017-09-06,2018-04-06,4460,2018-04-12,8.47567460540521
2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-26,2018-02-15,4437,2018-02-17,13.054457057489111
2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-03,2018-02-15,4437,2018-02-17,13.054457057489111
2949697,AJ,2,110018,233,233,228,B,ADLD,132103,2018-02-08,2017-08-06,2018-03-07,4388,2018-03-08,15.74684934883491
2951181,AN,21,110015,233,233,131,A,ADLD,226001,2017-05-10,2017-05-09,2018-03-07,4580,2018-03-12,11.609005936663413
2865460,AE,2,110018,233,233,131,A,ADLD,110030,2017-02-28,2017-02-28,2018-02-13,4093,2018-02-26,17.1465414224864
3074080,AN,21,110015,233,233,131,A,ADLD,122018,2017-04-22,2017-04-21,2018-04-11,4580,2018-04-17,8.30842566616529
2866420,C,5,380009,233,233,131,A,ADLD,380004,2018-01-19,2018-01-17,2018-02-13,4546,2018-02-16,12.947118402190618
2967568,C,5,380009,233,233,131,A,ADLD,380004,2017-07-10,2017-03-11,2018-03-10,4546,2018-03-13,13.16558775530335
2822670,AJ,9,411016,233,233,131,A,ADLD,411023,2017-06-14,2017-06-12,2018-01-31,4021,2018-02-06,11.89080312141091
2839919,AD,9,411016,233,233,228,A,ADLD,411014,2017-08-22,2017-07-26,2018-02-05,4030,2018-02-06,12.145257252235337
2858197,AJ,2,110018,233,233,131,A,ADLD,110018,2017-09-11,2017-06-09,2018-02-10,4388,2018-02-17,15.795018470275727
2851271,AN,21,110015,233,233,131,A,ADLD,201009,2017-05-02,2017-04-19,2018-02-08,4580,2018-02-16,10.947073708104298
2883327,AN,2,110018,233,233,131,A,ADLD,110088,2017-04-10,2017-04-07,2018-02-18,4147,2018-02-24,16.474855313219244
2819467,AJ,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2017-05-25,2018-01-30,4388,2018-02-07,15.433656178605485
2819467,D,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2016-11-25,2018-01-30,4388,2018-02-07,15.532633867229807
2893006,AJ,2,110018,233,233,228,A,ADLD,110065,2018-01-22,2017-02-08,2018-02-21,4388,2018-03-04,15.50038589129384
2921148,AJ,1,400059,233,233,131,A,ADLD,401208,2017-03-15,2017-03-15,2018-02-27,4398,2018-03-01,14.029016331537575
2898414,AJ,1,400059,233,233,131,B,ADLD,403711,2018-01-24,2017-04-17,2018-02-22,4398,2018-02-26,15.429780488240848
2953951,AN,21,110015,233,233,131,A,ADLD,110018,2017-04-20,2017-04-20,2018-03-08,4580,2018-03-17,10.094967521895803
2928638,C,3,560011,233,233,131,C,ADLD,591317,2018-02-07,2017-11-19,2018-03-01,4461,2018-03-09,15.452780418297316
2999209,AN,21,110015,233,233,131,B,ADLD,201206,2017-04-04,2017-03-28,2018-03-19,4580,2018-03-21,14.360338746742984
3002827,AN,17,800001,233,233,131,C,ADLD,834001,2018-02-20,2018-02-15,2018-03-21,4538,2018-03-23,15.291288538684833
2987302,C,2,110018,233,233,131,A,ADLD,201306,2017-12-13,2017-12-13,2018-03-16,4091,2018-03-18,16.83752824252601
2980478,AJ,17,800001,233,233,228,C,ADLD,828306,2017-07-14,2016-04-13,2018-03-14,4370,2018-03-17,17.98376890358363
3042399,AJ,23,400001,233,233,131,A,ADLD,411037,2017-08-23,2017-08-19,2018-03-31,4398,2018-04-03,10.810351465719604
3019622,AD,3,560011,233,233,228,A,ADLD,560034,2017-06-13,2017-05-11,2018-03-26,5146,2018-04-01,12.011065318817073
3017268,AJ,27,110034,308,233,131,A,ADLD,110044,2017-12-27,2017-12-16,2018-03-25,4388,2018-03-29,16.980738536664624
3048526,AN,8,700064,201,233,131,D,ADLD,742202,2017-06-13,2017-05-18,2018-04-03,4508,2018-04-05,12.632911503834073
3043896,AJ,27,110034,233,233,131,A,ADLD,122017,2017-07-04,2017-06-24,2018-03-31,4388,2018-04-05,14.017274036292374
3061094,AN,26,560066,233,233,228,A,ADLD,560103,2018-03-11,2018-01-02,2018-04-06,5001,2018-04-09,9.595688739190958
3050016,AN,22,400104,233,233,131,B,ADLD,410210,2017-09-13,2017-08-03,2018-04-03,4581,2018-04-07,12.758681245553262
2978616,AN,21,110015,233,233,131,A,ADLD,201304,2018-01-10,2018-01-08,2018-03-14,4580,2018-03-28,11.667406553250256
3055893,AD,2,110018,233,233,228,A,ADLD,110044,2017-07-13,2017-01-08,2018-04-05,4148,2018-04-15,15.61202419323252
3065642,C,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2016-12-26,2018-04-08,4437,2018-04-11,10.756943177785582
3065642,AJ,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2017-06-07,2018-04-08,4437,2018-04-11,10.65796548916126
3025875,K,1,400059,233,233,131,A,ADLD,641009,2017-08-10,2017-07-29,2018-03-27,4498,2018-04-13,15.108066491715084
3008299,AJ,2,110018,233,245,131,A,ADLD,110092,2017-10-23,2017-10-18,2018-03-22,4388,2018-03-24,16.19703553781222
2939037,AN,21,110015,233,233,131,B,ADLD,136118,2017-12-21,2017-12-12,2018-03-04,4580,2018-03-07,11.908162433321126
3040038,AN,26,560066,233,233,131,A,ADLD,560067,2018-02-24,2016-07-28,2018-03-30,5001,2018-04-16,9.192078182292976
3016539,AN,21,110015,233,233,131,B,ADLD,322001,2017-06-28,2017-06-28,2018-03-25,4580,2018-03-27,14.511061497925597
3028370,S,24,110092,233,233,228,B,ADLD,412101,2017-12-28,2017-07-09,2018-03-27,4150,2018-03-31,14.51993398020153
2847600,AJ,5,380009,233,245,131,A,ADLD,382424,2017-05-04,2017-01-03,2018-02-07,4422,2018-02-13,12.348451620997348
2902293,AN,21,110015,233,233,131,A,ADLD,201310,2016-08-18,2016-08-16,2018-02-23,4580,2018-02-27,11.264775676929638
2829320,AH,2,110018,233,233,228,B,ADLD,125005,2017-12-25,2017-10-01,2018-02-01,4145,2018-02-25,15.915081469907621
2939295,AJ,4,600024,233,233,228,A,ADLD,600082,2017-07-09,2017-05-29,2018-03-04,4482,2018-03-08,11.036625259389355
3009300,AN,22,400104,233,233,131,B,ADLD,482001,2017-05-22,2017-05-19,2018-03-22,4581,2018-03-27,15.90519832922864
2870164,AN,22,400104,233,233,131,C,ADLD,413501,2018-01-18,2018-01-16,2018-02-14,4581,2018-02-16,14.736656617578571
2862546,AN,8,700064,233,233,131,C,ADLD,751024,2017-07-26,2017-07-22,2018-02-12,4508,2018-02-15,13.019103603890429
2993969,G,1,400059,233,233,131,A,ADLD,700069,2017-10-18,2017-10-18,2018-03-18,4504,2018-03-20,17.109966780922324
3030267,AA,4,600024,233,233,228,B,ADLD,602105,2017-06-01,2017-05-30,2018-03-28,4485,2018-03-30,13.383391336783895
2865691,Y,8,700064,201,233,131,D,ADLD,742225,2018-01-23,2017-12-15,2018-02-13,4508,2018-02-21,14.931531113852953
2983391,C,2,110018,308,233,228,A,ADLD,122001,2018-02-16,2016-11-24,2018-03-15,4091,2018-03-28,17.283930236871857
3011421,J,2,110018,233,233,131,B,ADLD,160020,2017-11-06,2017-10-28,2018-03-23,4442,2018-03-28,14.53038953720313
